id,name,latitude,longitude,street,house_number,zip,city,email,phone_number,website,acceptance_age,total_places,places_under_3,pedagogical_focus,thematic_focus,image_url,day,opening_time,closing_time,day,opening_time,closing_time,day,opening_time,closing_time,day,opening_time,closing_time,day,opening_time,closing_time
2443,Kita der Schwedischen Victoriagemeinde,52.4876312345068,13.329097144542203,Landhausstr.,26,10717,Berlin,berlin.forskolan@svenskakyrkan.se,+49-30-86495955,https://www.svenskakyrkan.se/berlin/svenska-victoriaforsamlingens-forskola,36,17,0,"[""Situationsansatz""]","[""Religionspädagogik"", ""Interkulturelle Pädagogik""]",https://kita-navigator.berlin.de/fallback_einrichtung.jpg,MONTAG,08:15,16:30,DIENSTAG,08:15,16:30,MITTWOCH,08:15,16:30,DONNERSTAG,08:15,16:30,FREITAG,08:15,16:30
700229,Kita Pappelallee,52.54716640273611,13.419244996491228,Pappelallee,40,10437,Berlin,kindergarten.pappelallee40@kigaeno.de,+49-30-814048740,,9,120,28,"[""Situationsansatz"", ""Offene-Arbeit"", ""Achtsame Pädagogik""]","[""keine""]",https://kita-navigator.berlin.de/bilder/einrichtung/700229,MONTAG,06:00,18:00,DIENSTAG,06:00,18:00,MITTWOCH,06:00,18:00,DONNERSTAG,06:00,18:00,FREITAG,06:00,18:00
2348,Kita Lynarstr. 10/Kigä City,52.540633932612025,13.3603263060107,Lynarstr.,12,13353,Berlin,Kita.Lynarstr10@kindergaertencity.de,+49-30-4541972,http://www.kindergaerten-city.de/lynarstr-10-12,12,110,38,"[""Situationsansatz"", ""BBP""]","[""Körper und Bewegung"", ""Natur- und Umweltpädagogik"", ""Gesundheit"", ""Naturwissenschaftliche Grunderfahrung"", ""Ästhetische Bildung (Musik und Kunst)""]",https://kita-navigator.berlin.de/bilder/einrichtung/2348,MONTAG,07:00,17:00,DIENSTAG,07:00,17:00,MITTWOCH,07:00,17:00,DONNERSTAG,07:00,17:00,FREITAG,07:00,17:00
2933,Kita Räuberhöhle,52.54832727876217,13.401714075232476,Kopenhagener Str.,39,10437,Berlin,zwergenbaude@hotmail.de,+49-30-994044739,http://www.kita-zwergenbaude.de,12,18,9,"[""Situationsansatz""]","[""Naturwissenschaftliche Grunderfahrung"", ""Gesundheit"", ""Körper und Bewegung"", ""digitale Medienerziehung, Schwimmen und Sport (Profivereine machen Kita) ab  5Jahre""]",https://kita-navigator.berlin.de/bilder/einrichtung/2933,MONTAG,07:30,17:30,DIENSTAG,07:30,17:30,MITTWOCH,07:30,17:30,DONNERSTAG,07:30,17:30,FREITAG,07:30,17:00
758229,Kita Kolibri,52.523246204776356,13.334265520861738,Jagowstr.,18,10555,Berlin,kolibri@fokusplus.de,+49-30,http://www.fokusplus.de,33,14,0,"[""Situationsansatz""]","[""Gesundheit"", ""Körper und Bewegung""]",https://kita-navigator.berlin.de/fallback_einrichtung.jpg,MONTAG,08:00,17:00,DIENSTAG,08:00,17:00,MITTWOCH,08:00,17:00,DONNERSTAG,08:00,17:00,FREITAG,08:00,16:00
2953,"Kita Berliner Spatzen Verein zur
Förderung der Mehrsprachigkeit",52.47576670241114,13.337922131194688,Hähnelstr.,15A,12159,Berlin,berliner.spatzen@web.de,+49-30-85073406,,12,27,12,"[""bilingual (deutsch-russisch)""]",[],https://kita-navigator.berlin.de/fallback_einrichtung.jpg,MONTAG,08:00,17:00,DIENSTAG,08:00,17:00,MITTWOCH,08:00,17:00,DONNERSTAG,08:00,17:00,FREITAG,08:00,17:00
456129,KITA Wirbelzwirbel,52.54021534274687,13.358797974350214,Tegeler Str.,13,13353,Berlin,wirbelzwirbel@kaeptnbrowser.de,+49-3045797887,http://www.kaeptnbrowser.de/front_content.php?idcat=550,9,60,24,"[""Situationsansatz""]","[""Integration von Kindern mit Behinderung"", ""Naturwissenschaftliche Grunderfahrung"", ""Körper und Bewegung"", ""Medien""]",https://kita-navigator.berlin.de/bilder/einrichtung/456129,MONTAG,06:00,18:00,DIENSTAG,06:00,18:00,MITTWOCH,06:00,18:00,DONNERSTAG,06:00,18:00,FREITAG,06:00,18:00
653229,Kita-Entdeckerbande,52.45661758929683,13.37934388440449,Friedrich-Karl-Str.,24,12103,Berlin,kita@jonushilfswerk.de,+49-30-68323906,http://www.kita.jonushilfswerk.de,12,29,10,"[""Situationsansatz""]","[""Körper und Bewegung"", ""Natur- und Umweltpädagogik"", ""Gesundheit""]",https://kita-navigator.berlin.de/fallback_einrichtung.jpg,MONTAG,08:00,17:00,DIENSTAG,08:00,17:00,MITTWOCH,08:00,17:00,DONNERSTAG,08:00,17:00,FREITAG,08:00,17:00
140129,Lori Kids - Internationaler Musikbetonter Kindergarten,52.47586451714736,13.33771671568977,Stierstr.,7,12159,Berlin,lorikids_info@yahoo.de,+49-30-85076618,http://www.lori-kids.de,12,25,10,"[""Situationsansatz""]","[""Integration von Kindern mit Behinderung"", ""Naturwissenschaftliche Grunderfahrung"", ""Körper und Bewegung"", ""Natur- und Umweltpädagogik"", ""Gesundheit"", ""Ästhetische Bildung (Musik und Kunst)"", ""Interkulturelle Pädagogik""]",https://kita-navigator.berlin.de/fallback_einrichtung.jpg,MONTAG,07:30,17:30,DIENSTAG,07:30,17:30,MITTWOCH,07:30,17:30,DONNERSTAG,07:30,17:30,FREITAG,07:30,17:30
2968,EKT Frischlinge,52.54003417748365,13.358247326454087,Tegeler Str.,44,13353,Berlin,frischlinge-kila@gmx.de,+49-30-4538849,http://www.frischlinge-kinderladen.com,12,13,5,"[""Offene-Arbeit"", ""Situationsansatz""]","[""Natur- und Umweltpädagogik"", ""Ästhetische Bildung (Musik und Kunst)"", ""Gesundheit"", ""Körper und Bewegung""]",https://kita-navigator.berlin.de/fallback_einrichtung.jpg,MONTAG,08:00,16:00,DIENSTAG,08:00,16:00,MITTWOCH,08:00,16:00,DONNERSTAG,08:00,16:00,FREITAG,08:00,16:00
860229,Kenntnisreich Kindertagesstätte,52.504540477012235,13.32537493113737,Uhlandstr.,19,10623,Berlin,uhlandstrasse@kenntnisreich.de,+49-30-40785099,,11,100,50,"[""Situationsansatz""]","[""BNE und ästhetische Bildung""]",https://kita-navigator.berlin.de/fallback_einrichtung.jpg,MONTAG,06:00,17:00,DIENSTAG,06:00,17:00,MITTWOCH,06:00,17:00,DONNERSTAG,06:00,17:00,FREITAG,06:00,17:00
1117229,Kenntnisreich Kindertagesstätte Razom,52.504540477012235,13.32537493113737,Uhlandstr.,19,10623,Berlin,uhlandstrasse@kenntnisreich.de,+49-30-35054496,,11,12,6,"[""Situationsansatz""]","[""Natur- und Umweltpädagogik"", ""Interkulturelle Pädagogik""]",https://kita-navigator.berlin.de/fallback_einrichtung.jpg,MONTAG,07:00,14:00,DIENSTAG,07:00,14:00,MITTWOCH,07:00,14:00,DONNERSTAG,07:00,14:00,FREITAG,07:00,14:00
2877,Kita Preußstraße,52.5444308781447,13.434158658106675,Preußstr.,5,10409,Berlin,preussstrasse@inakindergarten.de,+49-30-41728478,http://www.inakindergarten.de,9,189,65,"[""Situationsansatz""]","[""Gesundheit"", ""Körper und Bewegung"", ""Bilinguale Arbeit, Sprachliche Bildung,""]",https://kita-navigator.berlin.de/bilder/einrichtung/2877,MONTAG,07:00,17:00,DIENSTAG,07:00,17:00,MITTWOCH,07:00,17:00,DONNERSTAG,07:00,17:00,FREITAG,07:00,17:00
216129,Kinderladen Katz & Kedi,52.52347707668966,13.333804246620097,Jagowstr.,28,10555,Berlin,katz-und-kedi@frecherspatz.de,+49-30-3916129,,12,24,12,"[""Situationsansatz""]","[""Körper und Bewegung"", ""Integration von Kindern mit Behinderung"", ""Gesundheit"", ""Ästhetische Bildung (Musik und Kunst)""]",https://kita-navigator.berlin.de/bilder/einrichtung/216129,MONTAG,07:00,18:00,DIENSTAG,07:00,18:00,MITTWOCH,07:00,18:00,DONNERSTAG,07:00,18:00,FREITAG,07:00,18:00
2608,Kita Igelschnecken-Schneckenhaus,52.45567286642691,13.383040396128024,Friedrich-Karl-Str.,3,12103,Berlin,igelschnecken@taeks.de,+49-30-72014300,http://www.taeks.de,8,27,10,"[""Montessori-Pädagogik"", ""Reggio-Pädagogik"", ""Ansatz von Emmi Pikler"", ""Intergenerative Pädagogik, Integration""]","[""Theaterpädagogik"", ""Körper und Bewegung"", ""Natur- und Umweltpädagogik"", ""Interkulturelle Pädagogik"", ""Sprache""]",https://kita-navigator.berlin.de/bilder/einrichtung/2608,MONTAG,07:30,16:30,DIENSTAG,07:30,16:30,MITTWOCH,07:30,16:30,DONNERSTAG,07:30,16:30,FREITAG,07:30,16:30
560229,Kindertagesstätte Evin,52.46201504396143,13.445591647654624,Buschkrugallee,23,12359,Berlin,kita.evin@kkh-ev.de,+49-30-68083985,http://www.kkh-ev.de,12,45,10,"[""Situationsansatz""]","[""Integration von Kindern mit Behinderung""]",https://kita-navigator.berlin.de/fallback_einrichtung.jpg,MONTAG,08:00,16:30,DIENSTAG,08:00,16:30,MITTWOCH,08:00,16:30,DONNERSTAG,08:00,16:30,FREITAG,08:00,15:00
344129,Kita Arlecchino,52.524801929188214,13.33460319157623,Alt-Moabit,35,10555,Berlin,annarizzi53@yahoo.it,+49-3036726971,,12,21,15,"[""Reggio-Pädagogik"", ""Montessori-Pädagogik""]","[""Interkulturelle Pädagogik""]",https://kita-navigator.berlin.de/fallback_einrichtung.jpg,MONTAG,08:00,17:00,DIENSTAG,08:00,17:00,MITTWOCH,08:00,17:00,DONNERSTAG,08:00,17:00,FREITAG,08:00,17:00
329129,Kindergarten Rappelkiste,52.531446419192505,13.46306014781549,Herbert-Tschäpe-Str.,2,10369,Berlin,leitung@medisport-rappelkiste.de,+49-30-97995284,http://www.medisport-rappelkiste.de,12,93,24,"[""Situationsansatz""]","[""Körper und Bewegung""]",https://kita-navigator.berlin.de/bilder/einrichtung/329129,MONTAG,07:00,17:30,DIENSTAG,07:00,17:30,MITTWOCH,07:00,17:30,DONNERSTAG,07:00,17:30,FREITAG,07:00,17:30
2749,EKT Josephine,52.548861575950205,13.40847037533006,Kopenhagener Str.,65,10437,Berlin,info@kilajosephine.de,+49-30-44012685,http://kilajosephine.de,12,26,10,[],"[""Körper und Bewegung""]",https://kita-navigator.berlin.de/fallback_einrichtung.jpg,MONTAG,08:00,17:00,DIENSTAG,08:00,17:00,MITTWOCH,08:00,17:00,DONNERSTAG,08:00,17:00,FREITAG,08:00,17:00
538229,Kita Fine Turbine,52.505738361402706,13.480315409555354,Hauffstr.,12,10317,Berlin,kontakt@kita-fine-turbine.de,+49-30-37446553,http://www.lebensnah.de,12,28,12,"[""Reggio-Pädagogik"", ""Montessori-Pädagogik"", ""Ansatz von Emmi Pikler""]","[""Integration von Kindern mit Behinderung""]",https://kita-navigator.berlin.de/fallback_einrichtung.jpg,MONTAG,07:30,16:30,DIENSTAG,07:30,16:30,MITTWOCH,07:30,16:30,DONNERSTAG,07:30,16:30,FREITAG,07:30,16:30
268129,Kita Paradiesvögel Sparrstraße,52.541430295295996,13.360178653739826,Sparrstr.,26,13353,Berlin,sp25@paradiesvoegel.eu,+49-3041997418,http://www.eventusbildung.de,24,25,8,"[""Offene-Arbeit"", ""Montessori-Pädagogik"", ""Hengstenberg""]","[""Integration von Kindern mit Behinderung"", ""Naturwissenschaftliche Grunderfahrung"", ""Gesundheit"", ""Körper und Bewegung"", ""Interkulturelle Pädagogik"", ""Ästhetische Bildung (Musik und Kunst)""]",https://kita-navigator.berlin.de/bilder/einrichtung/268129,MONTAG,06:00,18:00,DIENSTAG,06:00,18:00,MITTWOCH,06:00,18:00,DONNERSTAG,06:00,18:00,FREITAG,06:00,18:00
1790,EIKITA Felix,52.478823819255524,13.333839789400653,Wexstr.,20,10715,Berlin,vorstand@kinderladen-felix.de,+49-30-8537601,http://www.kinderladen-felix.de,12,17,8,"[""Situationsansatz""]",[],https://kita-navigator.berlin.de/fallback_einrichtung.jpg,MONTAG,08:00,16:30,DIENSTAG,08:00,16:30,MITTWOCH,08:00,16:30,DONNERSTAG,08:00,16:30,FREITAG,08:00,16:30
2023,Kita der Kath. Kirchengem. St. Mauritius,52.51013143869574,13.479341584021956,Schulze-Boysen-Str.,26,10365,Berlin,kita@st-mauritius.berlin,+49-30-55152047,http://www.st-mauritius-berlin.de,12,120,21,"[""Religionspädagogik""]","[""Religionspädagogik""]",https://kita-navigator.berlin.de/fallback_einrichtung.jpg,MONTAG,07:00,17:00,DIENSTAG,07:00,17:00,MITTWOCH,07:00,16:00,DONNERSTAG,07:00,17:00,FREITAG,07:00,17:00
2310,Kita Otto,52.52598494285208,13.33554611743497,Ottostr.,16,10555,Berlin,otto-kita@evkvbmn.de,+49-30-3927979,http://evkvbmn.de,12,45,0,"[""Situationsansatz""]","[""Interkulturelle Pädagogik"", ""Religionspädagogik"", ""Integration von Kindern mit Behinderung""]",https://kita-navigator.berlin.de/fallback_einrichtung.jpg,MONTAG,07:00,17:00,DIENSTAG,07:00,17:00,MITTWOCH,07:00,17:00,DONNERSTAG,07:00,17:00,FREITAG,07:00,17:00
1351,EKT - Kinderspielkreis Alboinplatz,52.45814425999463,13.369856035569638,Alboinstr.,113,12105,Berlin,info@kinderladen-berlin-tempelhof.de,+49-30-7535078,,24,16,3,"[""Montessori-Pädagogik"", ""Situationsansatz""]","[""Körper und Bewegung"", ""Integration von Kindern mit Behinderung""]",https://kita-navigator.berlin.de/fallback_einrichtung.jpg,MONTAG,08:00,16:00,DIENSTAG,08:00,16:00,MITTWOCH,08:00,16:00,DONNERSTAG,08:00,16:00,FREITAG,08:00,16:00
477129,dreieins-Kindertagesstätte Prenzlauer Berg,52.54483719000369,13.435104267836525,Preußstr.,7,10409,Berlin,kita-prenzlauerberg@dreieins.org,+49-30-42087324,http://www.dreieins.org,12,120,60,"[""Situationsansatz"", ""Kreativitätspädagogik""]","[""Naturwissenschaftliche Grunderfahrung"", ""Gesundheit"", ""Natur- und Umweltpädagogik"", ""Interkulturelle Pädagogik"", ""Nachhaltigkeit""]",https://kita-navigator.berlin.de/fallback_einrichtung.jpg,MONTAG,06:30,18:00,DIENSTAG,06:30,18:00,MITTWOCH,06:30,18:00,DONNERSTAG,06:30,18:00,FREITAG,06:30,18:00
687279,Kita Paradiesvögel,52.54157413978427,13.360047945464055,Sparrstr.,25,13353,Berlin,sp25@paradiesvoegel.eu,+49-3041997441,http://www.eventusbildung.de,12,21,5,"[""Situationsansatz"", ""Montessori-Pädagogik"", ""Ansatz von Emmi Pikler""]","[""Integration von Kindern mit Behinderung"", ""Naturwissenschaftliche Grunderfahrung"", ""Gesundheit"", ""Körper und Bewegung"", ""Interkulturelle Pädagogik"", ""Ästhetische Bildung (Musik und Kunst)""]",https://kita-navigator.berlin.de/bilder/einrichtung/687279,MONTAG,06:00,18:00,DIENSTAG,06:00,18:00,MITTWOCH,06:00,18:00,DONNERSTAG,06:00,18:00,FREITAG,06:00,18:00
434129,Kita Arif und Alina,52.54245991372742,13.362396565999054,Burgsdorfstr.,13,13353,Berlin,arifundalina.berlin@gmail.com,+49-30-91443202,,9,24,5,"[""Situationsansatz""]","[""Ästhetische Bildung (Musik und Kunst)"", ""Integration von Kindern mit Behinderung""]",https://kita-navigator.berlin.de/fallback_einrichtung.jpg,MONTAG,08:00,15:30,DIENSTAG,08:00,15:30,MITTWOCH,08:00,15:30,DONNERSTAG,08:00,15:30,FREITAG,08:00,15:30
839379,Kita Paradiesvögel - Die Zebrafinken -,52.54245991372742,13.362396565999054,Burgsdorfstr.,13,13353,Berlin,bu13@paradiesvoegel.eu,+49-30-23538642,http://www.paradiesvoegel.eu,12,18,4,"[""Situationsansatz""]","[""Integration von Kindern mit Behinderung"", ""Naturwissenschaftliche Grunderfahrung"", ""Gesundheit"", ""Körper und Bewegung"", ""Interkulturelle Pädagogik"", ""Ästhetische Bildung (Musik und Kunst)""]",https://kita-navigator.berlin.de/fallback_einrichtung.jpg,MONTAG,06:00,18:00,DIENSTAG,06:00,18:00,MITTWOCH,06:00,18:00,DONNERSTAG,06:00,18:00,FREITAG,06:00,18:00
1092279,Kita Alboingärten,52.46054281728959,13.362091166318987,In den Alboingärten,39,12103,Berlin,kita.alboingaerten@awo-promensch.de,+49-4207112,http://www.awo-promensch.de,0,24,0,"[""Situationsansatz""]",[],https://kita-navigator.berlin.de/fallback_einrichtung.jpg,MONTAG,07:30,16:30,DIENSTAG,07:30,16:30,MITTWOCH,07:30,16:30,DONNERSTAG,07:30,16:30,FREITAG,07:30,16:30
642229,Kita Alina und Arif,52.54200848699856,13.361027166545455,Sparrstr.,3A,13353,Berlin,arifundalina.berlin@gmail.com,+49-15737689421,,9,25,10,"[""Situationsansatz""]","[""Gesundheit"", ""Körper und Bewegung""]",https://kita-navigator.berlin.de/fallback_einrichtung.jpg,MONTAG,08:00,17:00,DIENSTAG,08:00,17:00,MITTWOCH,08:00,17:00,DONNERSTAG,08:00,17:00,FREITAG,08:00,17:00
1055229,"Kita ""Knorke""",52.477276833410485,13.334825928824413,Lauterplatz,2,12159,Berlin,b.schoenherr@stepke-kitas.de,+49-176-76985285,http://www.stepke-kitas.de,11,120,50,"[""Situationsansatz""]","[""Körper und Bewegung"", ""Interkulturelle Pädagogik""]",https://kita-navigator.berlin.de/fallback_einrichtung.jpg,MONTAG,06:30,17:30,DIENSTAG,06:30,17:30,MITTWOCH,06:30,17:30,DONNERSTAG,06:30,17:30,FREITAG,06:30,17:30
710,Kita Sponholzstraße,52.472452252163784,13.340142203680442,Sponholzstr.,15,12159,Berlin,kita-sponholz@nbhs.de,+49-30-81006825,http://www.kita-sponholz.nbhs.de,24,45,5,"[""Situationsansatz""]","[""Körper und Bewegung""]",https://kita-navigator.berlin.de/fallback_einrichtung.jpg,MONTAG,07:00,17:00,DIENSTAG,07:00,17:00,MITTWOCH,07:00,17:00,DONNERSTAG,07:00,17:00,FREITAG,07:00,17:00
1097,Berlin Kids international Kita,52.54771077067992,13.422375742698097,Wichertstr.,24,10439,Berlin,berlin-kids-kita@pfefferwerk.de,+49-30-44383218,http://www.pfefferwerk.de,9,85,16,"[""Situationsansatz""]","[""Bilingualität""]",https://kita-navigator.berlin.de/bilder/einrichtung/1097,MONTAG,07:00,17:30,DIENSTAG,07:00,17:30,MITTWOCH,07:00,17:30,DONNERSTAG,07:00,17:30,FREITAG,07:00,17:30
746,EKT Narrenfreiheit,52.490251638199496,13.326197719145124,Nassauische Str.,20,10717,Berlin,ektnarrenfreiheit@gmail.com,+49-30,https://www.kinderladen-narrenfreiheit.de,24,15,3,"[""Situationsansatz""]","[""Gesundheit"", ""Körper und Bewegung"", ""Natur- und Umweltpädagogik""]",https://kita-navigator.berlin.de/fallback_einrichtung.jpg,MONTAG,08:00,17:00,DIENSTAG,08:00,17:00,MITTWOCH,08:00,17:00,DONNERSTAG,08:00,17:00,FREITAG,08:00,17:00
100016,EKT  Kinderleben - Kind erleben,52.50403080566623,13.480932723941521,Kaskelstr.,41,10317,Berlin,vorstand@kinderleben-berlin.de,+49-30-80619560,http://www.kinderleben-berlin.de,18,20,5,"[""Ansatz von Emmi Pikler"", ""Situationsansatz"", ""Montessori-Pädagogik""]",[],https://kita-navigator.berlin.de/bilder/einrichtung/100016,MONTAG,08:00,17:00,DIENSTAG,08:00,17:00,MITTWOCH,08:00,17:00,DONNERSTAG,08:00,17:00,FREITAG,08:00,17:00
531229,Kita Brighella,52.52466535614925,13.333843296316054,Alt-Moabit,37,10555,Berlin,annarizzi53@yahoo.it,+49-30-39839557,,36,15,0,"[""Reggio-Pädagogik"", ""Montessori-Pädagogik""]","[""Interkulturelle Pädagogik""]",https://kita-navigator.berlin.de/fallback_einrichtung.jpg,MONTAG,08:00,17:00,DIENSTAG,08:00,17:00,MITTWOCH,08:00,17:00,DONNERSTAG,08:00,17:00,FREITAG,08:00,17:00
780229,Kita Kinderkiez,52.478827580532005,13.333277123831369,Wexstr.,22,10715,Berlin,traeger@kinderkiezberlin.de,+49-30-25091663,http://www.kinderkiezberlin.de,18,16,8,"[""Ko-Konstruktion""]","[""Natur- und Umweltpädagogik""]",https://kita-navigator.berlin.de/fallback_einrichtung.jpg,MONTAG,08:00,17:00,DIENSTAG,08:00,17:00,MITTWOCH,08:00,17:00,DONNERSTAG,08:00,17:00,FREITAG,08:00,17:00
709329,Coworking Toddler Prenzlauer Berg,52.5486322357855,13.415904776276381,Greifenhagener Str.,48,10437,Berlin,kontakt@coworkingtoddler.com,+49-30-89401850,http://www.coworkingtoddler.com,9,17,7,"[""Situationsansatz"", ""Montessori-Pädagogik"", ""Ansatz von Emmi Pikler""]","[""Gesundheit"", ""Körper und Bewegung""]",https://kita-navigator.berlin.de/fallback_einrichtung.jpg,MONTAG,08:00,17:00,DIENSTAG,08:00,17:00,MITTWOCH,08:00,17:00,DONNERSTAG,08:00,17:00,FREITAG,08:00,17:00
256179,Kita Stadthäuschen,52.502273471569964,13.48117453183786,Stadthausstr.,3,10317,Berlin,info@entwicklungbewegt.de,+49-30-51739643,,12,25,0,"[""Offene-Arbeit"", ""Montessori-Pädagogik"", ""Situationsansatz""]","[""Integration von Kindern mit Behinderung"", ""Interkulturelle Pädagogik""]",https://kita-navigator.berlin.de/fallback_einrichtung.jpg,MONTAG,07:00,17:00,DIENSTAG,07:00,17:00,MITTWOCH,07:00,17:00,DONNERSTAG,07:00,17:00,FREITAG,07:00,17:00
585229,Kita am Nettelbeckplatz,52.545128153338915,13.36992926355409,Reinickendorfer Str.,110A,13347,Berlin,Kita.nettelbeckplatz@outlaw-ggmbh.de,+49-30-469064150,http://www.outlaw-ggmbh.de,2,92,28,"[""Offene-Arbeit"", ""Situationsansatz""]","[""Interkulturelle Pädagogik"", ""Körper und Bewegung"", ""Integration von Kindern mit Behinderung""]",https://kita-navigator.berlin.de/fallback_einrichtung.jpg,MONTAG,07:00,17:00,DIENSTAG,07:00,17:00,MITTWOCH,07:00,17:00,DONNERSTAG,07:00,17:00,FREITAG,07:00,17:00
298129,Kita Zwergenland,52.45531291464414,13.38111230565303,Werderstr.,17,12105,Berlin,kontakt@zwergenland-tempelhof.de,+49-30-74305812,http://www.zwergenland-tempelhof.de,9,12,0,"[""Situationsansatz""]",[],https://kita-navigator.berlin.de/fallback_einrichtung.jpg,MONTAG,07:00,17:30,DIENSTAG,07:00,17:30,MITTWOCH,07:00,17:30,DONNERSTAG,07:00,17:30,FREITAG,07:00,17:30
1878,Humanistische Kita Friedenauer Strolche,52.47212859506978,13.340144077412234,Sponholzstr.,16,12159,Berlin,friedenauerstrolche@humanistischekitas.de,+49-30-85077289,http://www.hvd-berlin.de,2,163,0,"[""Offene-Arbeit"", ""Situationsansatz"", ""Freinet-Pädagogik"", ""Reggio-Pädagogik""]","[""Integration von Kindern mit Behinderung""]",https://kita-navigator.berlin.de/bilder/einrichtung/1878,MONTAG,06:00,18:00,DIENSTAG,06:00,18:00,MITTWOCH,06:00,18:00,DONNERSTAG,06:00,18:00,FREITAG,06:00,17:00
518279,Kita Regenbogen,52.46139254125565,13.446046336378325,Buschkrugallee,31,12359,Berlin,Kitaregenbogen@yahoo.de,+49-30-55234041,https://kitaregenbogen-berlin.de,12,46,10,"[""Situationsansatz""]","[""Interkulturelle Pädagogik""]",https://kita-navigator.berlin.de/bilder/einrichtung/518279,MONTAG,07:00,17:00,DIENSTAG,07:00,17:00,MITTWOCH,07:00,17:00,DONNERSTAG,07:00,17:00,FREITAG,07:00,17:00
630,Kita Abenteuer Welt,52.5098155431532,13.480297056607267,Schulze-Boysen-Str.,22,10365,Berlin,kita-schulze-boysen@versanet.de,+49-3055489315,http://www.kita-dialog.de,2,200,70,"[""Offene-Arbeit""]","[""Körper und Bewegung"", ""Gesundheit""]",https://kita-navigator.berlin.de/fallback_einrichtung.jpg,MONTAG,06:00,17:30,DIENSTAG,06:00,17:30,MITTWOCH,06:00,17:30,DONNERSTAG,06:00,17:30,FREITAG,06:00,17:30
499,EKT - Zwergenland,52.45479363760037,13.383574479492564,Viktoriastr.,1,12105,Berlin,kontakt@zwergenland-tempelhof.de,+49-30-7515350,http://www.zwergenland-tempelhof.de,9,25,10,"[""Situationsansatz""]",[],https://kita-navigator.berlin.de/fallback_einrichtung.jpg,MONTAG,07:00,17:30,DIENSTAG,07:00,17:30,MITTWOCH,07:00,17:30,DONNERSTAG,07:00,17:30,FREITAG,07:00,17:30
970,Kita Asilo Italiano,52.48622043347897,13.32756438852983,Badensche Str.,29,10715,Berlin,www.asiloitaliano@hotmail.de,+49-30-8623038,http://www.asiloitaliano.de,18,34,13,"[""Situationsansatz"", ""Bilingual""]","[""Körper und Bewegung"", ""Interkulturelle Pädagogik""]",https://kita-navigator.berlin.de/fallback_einrichtung.jpg,MONTAG,07:00,16:00,DIENSTAG,07:00,16:00,MITTWOCH,07:00,16:00,DONNERSTAG,07:00,16:00,FREITAG,07:00,16:00
629,Kita Sonnenschein,52.52680102369573,13.46973957877445,Rudolf-Seiffert-Str.,26,10369,Berlin,sonnenschein@sozdia.de,+49-30-9720560,http://www.sozdia.de,12,170,55,"[""Situationsansatz""]",[],https://kita-navigator.berlin.de/bilder/einrichtung/629,MONTAG,06:00,18:00,DIENSTAG,06:00,18:00,MITTWOCH,06:00,18:00,DONNERSTAG,06:00,18:00,FREITAG,06:00,18:00
2756,Kita Bewegungsreich,52.54009806692274,13.44972689985461,Hanns-Eisler-Str.,82,10409,Berlin,bewegungsreich@pfefferwerk.de,+49-30-44383131,http://www.pfefferwerk.de,24,150,12,"[""Bewegung Integration Sprachförderung""]","[""Körper und Bewegung"", ""Integration von Kindern mit Behinderung"", ""Sprachförderung""]",https://kita-navigator.berlin.de/bilder/einrichtung/2756,MONTAG,07:00,17:30,DIENSTAG,07:00,17:30,MITTWOCH,07:00,17:30,DONNERSTAG,07:00,17:30,FREITAG,07:00,17:30
625,Kita Farbklecks,52.51210998255126,13.479662321354308,John-Sieg-Str.,1,10365,Berlin,farbklecks@sozdia.de,+49-30-57797260,http://www.sozdia.de,12,160,60,"[""Situationsansatz""]",[],https://kita-navigator.berlin.de/bilder/einrichtung/625,MONTAG,06:00,18:00,DIENSTAG,06:00,18:00,MITTWOCH,06:00,18:00,DONNERSTAG,06:00,18:00,FREITAG,06:00,18:00
106129,Freche Fledermäuse,52.54801975235059,13.422824821398047,Wichertstr.,57,10439,Berlin,info@freche-fledermaeuse.de,+49-30-34393444,,12,22,10,"[""Situationsansatz""]","[""Sprache""]",https://kita-navigator.berlin.de/fallback_einrichtung.jpg,MONTAG,08:00,17:00,DIENSTAG,08:00,17:00,MITTWOCH,08:00,17:00,DONNERSTAG,08:00,17:00,FREITAG,08:00,17:00
2025,Ev. Kindergarten Am Glockenturm,52.50179970741448,13.481669690344798,Nöldnerstr.,43,10317,Berlin,kiga.am-glockenturm@paul-gerhardt.com,+49-30-5220851,http://www.paul-gerhardt.com,24,51,10,"[""Situationsansatz"", ""Evangelisches Profil""]","[""Integration von Kindern mit Behinderung"", ""Religionspädagogik"", ""Körper und Bewegung"", ""Natur- und Umweltpädagogik"", ""Ästhetische Bildung (Musik und Kunst)"", ""Gesundheit"", ""Theaterpädagogik"", ""Naturwissenschaftliche Grunderfahrung""]",https://kita-navigator.berlin.de/bilder/einrichtung/2025,MONTAG,06:30,17:00,DIENSTAG,06:30,17:00,MITTWOCH,06:30,17:00,DONNERSTAG,06:30,17:00,FREITAG,06:30,17:00
335,Wolke 7 gGmbH,52.54199946352488,13.359661945692544,Sparrstr.,22,13353,Berlin,jellyfish69@gmx.de,+49-151,,12,25,6,"[""Situationsansatz""]","[""Körper und Bewegung""]",https://kita-navigator.berlin.de/fallback_einrichtung.jpg,MONTAG,07:30,16:30,DIENSTAG,07:30,16:30,MITTWOCH,07:30,16:30,DONNERSTAG,07:30,16:30,FREITAG,07:30,16:30
